tsne_1,tsne_2,noise_level
-23.625324,0.5521548,0.3
18.611677,-22.865864,0.3
-7.6122828,-27.804722,0.3
-16.47836,-15.798219,0.3
-27.084538,-14.46365,0.3
-25.740154,-23.50744,0.3
-26.40294,-13.823056,0.3
-35.46622,-14.933037,0.3
-36.507843,-11.702278,0.3
-20.551329,-17.373732,0.3
-36.63972,3.6679578,0.3
17.993803,-24.328405,0.3
-37.0502,-6.8245416,0.3
-39.171856,-2.6968293,0.3
-40.611362,-10.046452,0.3
-28.958445,-8.302349,0.3
-27.493364,-15.974047,0.3
-17.526754,-16.602356,0.3
23.521488,-25.928833,0.3
-38.479877,-22.99637,0.3
-28.648743,10.837318,0.3
-32.11883,-23.000753,0.3
-36.903904,-11.106605,0.3
-27.374666,-2.5134337,0.3
-25.832603,8.115531,0.3
-38.53252,-19.948683,0.3
-20.21741,3.436506,0.3
-29.347124,-17.898426,0.3
-38.837337,-16.74205,0.3
-15.211334,-7.449226,0.3
-40.01966,-11.140178,0.3
-21.859964,1.8305122,0.3
-18.495338,-18.46555,0.3
-26.551497,-21.337315,0.3
-32.497337,-22.570429,0.3
-18.626999,-0.2580619,0.3
-28.77868,8.94553,0.3
-41.888165,-15.982508,0.3
-31.807077,-9.507356,0.3
-42.441162,-8.774368,0.3
-42.680397,-10.789521,0.3
-27.722143,-19.233055,0.3
-35.847588,-3.1422446,0.3
-20.48649,-7.086672,0.3
-43.306797,-6.4597664,0.3
-15.644907,-6.8772106,0.3
-21.42928,-20.829098,0.3
-25.13121,-12.818837,0.3
-34.968094,-15.556336,0.3
-26.045677,-5.2119026,0.3
-42.5365,-20.21093,0.3
-20.434635,-16.938627,0.3
-34.710384,-19.086971,0.3
-35.993637,-23.366339,0.3
-20.604668,-20.739622,0.3
-34.34568,-12.371168,0.3
-37.06621,-16.781572,0.3
-35.109066,1.3709965,0.3
-28.478374,-5.4751334,0.3
-28.629425,-19.862038,0.3
-35.640396,-16.917713,0.3
-32.495075,-6.7239456,0.3
-38.834053,-5.833662,0.3
-33.82476,0.5250686,0.3
-34.293503,1.1980113,0.3
-3.9110146,-30.470928,0.3
-35.141804,-8.432728,0.3
-27.608551,-9.243223,0.3
-38.090218,-22.14993,0.3
-29.913635,-21.631548,0.3
-36.72662,-20.24201,0.3
-20.22221,-13.530115,0.3
-17.866766,-14.181632,0.3
-5.9451547,-27.724274,0.3
-30.46866,-13.149978,0.3
-18.346455,-2.4329276,0.3
-7.347977,-17.76681,0.3
